id,url,school_link,school_number,student_number,sex,div_point,div,grades,school_name,school_tats
"1548679065-5617","https://matokeo.necta.go.tz/csee/csee.htm","P0846 UKOMBOZI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0846.htm","P0846/0001","F","-","0","CHEM - 'F'   BIO - 'D'","P0846 UKOMBOZI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 1;  DIV-III = 1;  DIV-IV = 27;  DIV-0 = 23"
"1548662060-1531","https://matokeo.necta.go.tz/csee/csee.htm","S3760 GICHAMEDA","https://matokeo.necta.go.tz/csee/results/s3760.htm","S3760/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S3760 GICHAMEDA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 5;  DIV-IV = 26;  DIV-0 = 1"
"1548671444-3652","https://matokeo.necta.go.tz/csee/csee.htm","S1544 MWENA","https://matokeo.necta.go.tz/csee/results/s1544.htm","S1544/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1544 MWENA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 5;  DIV-IV = 41;  DIV-0 = 48"
"1548665391-2260","https://matokeo.necta.go.tz/csee/csee.htm","S3005 KARITU","https://matokeo.necta.go.tz/csee/results/s3005.htm","S3005/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S3005 KARITU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 7;  DIV-0 = 2"
"1548678600-5425","https://matokeo.necta.go.tz/csee/csee.htm","P1364 ILEMBULA  CENTRE","https://matokeo.necta.go.tz/csee/results/p1364.htm","P1364/0001","F","34","0","CIV - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P1364 ILEMBULA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 5;  DIV-0 = 2"
"1548673045-4015","https://matokeo.necta.go.tz/csee/csee.htm","S1140 MWALIMU NYERERE","https://matokeo.necta.go.tz/csee/results/s1140.htm","S1140/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1140 MWALIMU NYERERE SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 29;  DIV-III = 62;  DIV-IV = 185;  DIV-0 = 62"
"1548657554-372","https://matokeo.necta.go.tz/csee/csee.htm","S5063 KIRARE","https://matokeo.necta.go.tz/csee/results/s5063.htm","S5063/0001","F","25","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S5063 KIRARE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 13;  DIV-0 = 2"
"1548661475-1337","https://matokeo.necta.go.tz/csee/csee.htm","S3964 JOYLAND GIRLS","https://matokeo.necta.go.tz/csee/results/s3964.htm","S3964/0001","F","13","I","CIV - 'B'   HIST - 'C'   GEO - 'C'   KISW - 'A'   ENGL - 'A'   PHY - 'B'   CHEM - 'B'   BIO - 'B'   B/MATH - 'C'","S3964 JOYLAND GIRLS SECONDARY SCHOOL","DIV-I = 58;  DIV-II = 36;  DIV-III = 11;  DIV-IV = 0;  DIV-0 = 0"
"1548660768-1065","https://matokeo.necta.go.tz/csee/csee.htm","S4262 CHRIST THE KING","https://matokeo.necta.go.tz/csee/results/s4262.htm","S4262/0001","F","24","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   BIO - 'C'   B/MATH - 'F'   COMM - 'D'   B/KEEPING - 'F'","S4262 CHRIST THE KING SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 16;  DIV-III = 17;  DIV-IV = 19;  DIV-0 = 0"
"1548669320-3169","https://matokeo.necta.go.tz/csee/csee.htm","S2061 KAJUNJUMELE","https://matokeo.necta.go.tz/csee/results/s2061.htm","S2061/0001","F","26","IV","CIV - 'D'   HIST - 'C'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S2061 KAJUNJUMELE SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 15;  DIV-IV = 39;  DIV-0 = 40"
"1548678538-5400","https://matokeo.necta.go.tz/csee/csee.htm","P1430 KIUMA  CENTRE","https://matokeo.necta.go.tz/csee/results/p1430.htm","P1430/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","P1430 KIUMA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 51;  DIV-0 = 12"
"1548661745-1447","https://matokeo.necta.go.tz/csee/csee.htm","S3848 MWAHU","https://matokeo.necta.go.tz/csee/results/s3848.htm","S3848/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S3848 MWAHU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 11;  DIV-IV = 27;  DIV-0 = 7"
"1548659327-756","https://matokeo.necta.go.tz/csee/csee.htm","S4617 BONDWA","https://matokeo.necta.go.tz/csee/results/s4617.htm","S4617/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4617 BONDWA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 6;  DIV-IV = 42;  DIV-0 = 13"
"1548658821-639","https://matokeo.necta.go.tz/csee/csee.htm","S4766 ST.PETER'S","https://matokeo.necta.go.tz/csee/results/s4766.htm","S4766/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","S4766 ST.PETER'S SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 11;  DIV-III = 26;  DIV-IV = 44;  DIV-0 = 3"
"1548663984-1962","https://matokeo.necta.go.tz/csee/csee.htm","S3308 NAMWAI","https://matokeo.necta.go.tz/csee/results/s3308.htm","S3308/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'F'","S3308 NAMWAI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 3;  DIV-III = 8;  DIV-IV = 39;  DIV-0 = 9"
"1548672461-3887","https://matokeo.necta.go.tz/csee/csee.htm","S1281 NGARA","https://matokeo.necta.go.tz/csee/results/s1281.htm","S1281/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1281 NGARA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 2;  DIV-III = 23;  DIV-IV = 81;  DIV-0 = 59"
"1548678355-5326","https://matokeo.necta.go.tz/csee/csee.htm","P1642 HERI  CENTRE","https://matokeo.necta.go.tz/csee/results/p1642.htm","P1642/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'D'","P1642 HERI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 8;  DIV-0 = 3"
"1548661801-1469","https://matokeo.necta.go.tz/csee/csee.htm","S3826 MIVUMONI ISLAMIC SEMINARY","https://matokeo.necta.go.tz/csee/results/s3826.htm","S3826/0001","F","18","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   E/D/KIISLAMU - 'C'   KISW - 'C'   ENGL - 'A'   PHY - 'C'   CHEM - 'C'   BIO - 'C'   B/MATH - 'B'","S3826 MIVUMONI ISLAMIC SEMINARY","DIV-I = 21;  DIV-II = 27;  DIV-III = 9;  DIV-IV = 0;  DIV-0 = 0"
"1548662144-1550","https://matokeo.necta.go.tz/csee/csee.htm","S3741 ALEXANDER","https://matokeo.necta.go.tz/csee/results/s3741.htm","S3741/0001","F","32","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   LIT ENG - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S3741 ALEXANDER SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 8;  DIV-III = 14;  DIV-IV = 32;  DIV-0 = 16"
"1548662678-1669","https://matokeo.necta.go.tz/csee/csee.htm","S3604 MOLE","https://matokeo.necta.go.tz/csee/results/s3604.htm","S3604/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S3604 MOLE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 5;  DIV-IV = 11;  DIV-0 = 15"
"1548674865-4403","https://matokeo.necta.go.tz/csee/csee.htm","S0704 NSHAMBA","https://matokeo.necta.go.tz/csee/results/s0704.htm","S0704/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S0704 NSHAMBA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 8;  DIV-IV = 42;  DIV-0 = 23"
"1548662990-1734","https://matokeo.necta.go.tz/csee/csee.htm","S3539 ST.MARY'S MBEYA","https://matokeo.necta.go.tz/csee/results/s3539.htm","S3539/0001","F","18","II","CIV - 'C'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'B'   LIT ENG - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'B'   B/MATH - 'B'","S3539 ST.MARY'S MBEYA SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 26;  DIV-III = 24;  DIV-IV = 3;  DIV-0 = 0"
"1548670129-3352","https://matokeo.necta.go.tz/csee/csee.htm","S1863 BUZIRAYOMBO","https://matokeo.necta.go.tz/csee/results/s1863.htm","S1863/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S1863 BUZIRAYOMBO SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 14;  DIV-III = 12;  DIV-IV = 38;  DIV-0 = 13"
"1548669334-3172","https://matokeo.necta.go.tz/csee/csee.htm","S2058 THOMAS NYIMBO","https://matokeo.necta.go.tz/csee/results/s2058.htm","S2058/0001","F","18","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'A'   ENGL - 'B'   PHY - 'F'   CHEM - 'D'   BIO - 'B'   B/MATH - 'D'","S2058 THOMAS NYIMBO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 13;  DIV-IV = 39;  DIV-0 = 2"
"1548669649-3251","https://matokeo.necta.go.tz/csee/csee.htm","S1978 MHALULE","https://matokeo.necta.go.tz/csee/results/s1978.htm","S1978/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S1978 MHALULE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 7;  DIV-IV = 17;  DIV-0 = 2"
"1548679673-5865","https://matokeo.necta.go.tz/csee/csee.htm","P0340 POPATLAL  CENTRE","https://matokeo.necta.go.tz/csee/results/p0340.htm","P0340/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'","P0340 POPATLAL SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 38;  DIV-0 = 18"
"1548679697-5872","https://matokeo.necta.go.tz/csee/csee.htm","P0331 MKONGE  CENTRE","https://matokeo.necta.go.tz/csee/results/p0331.htm","P0331/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'","P0331 MKONGE SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 13;  DIV-0 = 15"
"1548679261-5701","https://matokeo.necta.go.tz/csee/csee.htm","P0662 MWANZI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0662.htm","P0662/0001","F","-","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   B/MATH - 'F'","P0662 MWANZI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 38;  DIV-0 = 9"
"1548677548-5000","https://matokeo.necta.go.tz/csee/csee.htm","P4464 TRC MBALIZI CENTRE","https://matokeo.necta.go.tz/csee/results/p4464.htm","P4464/0001","F","32","IV","CIV - 'F'   HIST - 'D'   GEO - 'D'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'","P4464 TRC MBALIZI CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 18;  DIV-0 = 5"
"1548658334-530","https://matokeo.necta.go.tz/csee/csee.htm","S4893 CHIWATA","https://matokeo.necta.go.tz/csee/results/s4893.htm","S4893/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4893 CHIWATA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 10;  DIV-0 = 10"
"1548670230-3374","https://matokeo.necta.go.tz/csee/csee.htm","S1840 KIMASEKI","https://matokeo.necta.go.tz/csee/results/s1840.htm","S1840/0001","F","28","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'D'","S1840 KIMASEKI SECONDARY SCHOOL","DIV-I = 6;  DIV-II = 25;  DIV-III = 29;  DIV-IV = 115;  DIV-0 = 31"
"1548660801-1074","https://matokeo.necta.go.tz/csee/csee.htm","S4247 JUMBI","https://matokeo.necta.go.tz/csee/results/s4247.htm","S4247/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4247 JUMBI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 5;  DIV-IV = 49;  DIV-0 = 17"
"1548677884-5125","https://matokeo.necta.go.tz/csee/csee.htm","P3559 NG'AMBWA  CENTRE","https://matokeo.necta.go.tz/csee/results/p3559.htm","P3559/0001","F","34","0","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   BIO - 'F'","P3559 NG'AMBWA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 2;  DIV-0 = 5"
"1548661273-1258","https://matokeo.necta.go.tz/csee/csee.htm","S4047 VIZIWI NJOMBE","https://matokeo.necta.go.tz/csee/results/s4047.htm","S4047/0001","F","31","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'F'   ENGL - 'D'   PHY - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S4047 VIZIWI NJOMBE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 11;  DIV-0 = 17"
"1548666784-2569","https://matokeo.necta.go.tz/csee/csee.htm","S2692 GONGONI","https://matokeo.necta.go.tz/csee/results/s2692.htm","S2692/0001","F","32","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2692 GONGONI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 4;  DIV-IV = 32;  DIV-0 = 9"
"1548673942-4213","https://matokeo.necta.go.tz/csee/csee.htm","S0914 MUYAMA","https://matokeo.necta.go.tz/csee/results/s0914.htm","S0914/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'","S0914 MUYAMA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 5;  DIV-III = 10;  DIV-IV = 32;  DIV-0 = 0"
"1548657086-277","https://matokeo.necta.go.tz/csee/csee.htm","S5176 WETE","https://matokeo.necta.go.tz/csee/results/s5176.htm","S5176/0001","F","23","III","CIV - 'D'   GEO - 'D'   E/D/KIISLAMU - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","S5176 WETE SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 27;  DIV-III = 7;  DIV-IV = 19;  DIV-0 = 2"
"1548669351-3177","https://matokeo.necta.go.tz/csee/csee.htm","S2053 CHITA","https://matokeo.necta.go.tz/csee/results/s2053.htm","S2053/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2053 CHITA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 5;  DIV-IV = 47;  DIV-0 = 21"
"1548667969-2839","https://matokeo.necta.go.tz/csee/csee.htm","S2402 KINYASINI","https://matokeo.necta.go.tz/csee/results/s2402.htm","S2402/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'F'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   BIO - 'F'   B/MATH - 'F'","S2402 KINYASINI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 68;  DIV-0 = 45"
"1548662588-1646","https://matokeo.necta.go.tz/csee/csee.htm","S3632 KWALA","https://matokeo.necta.go.tz/csee/results/s3632.htm","S3632/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S3632 KWALA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 1;  DIV-IV = 32;  DIV-0 = 17"
"1548656389-54","https://matokeo.necta.go.tz/csee/csee.htm","S5451 ST. DOMINIC SAVIO","https://matokeo.necta.go.tz/csee/results/s5451.htm","S5451/0001","F","12","I","CIV - 'C'   HIST - 'B'   GEO - 'C'   B/KNOWL - 'A'   KISW - 'A'   ENGL - 'A'   PHY - 'C'   CHEM - 'C'   BIO - 'B'   B/MATH - 'B'","S5451 ST. DOMINIC SAVIO SECONDARY SCHOOL","DIV-I = 38;  DIV-II = 4;  DIV-III = 0;  DIV-IV = 0;  DIV-0 = 0"
"1548665060-2184","https://matokeo.necta.go.tz/csee/csee.htm","S3083 MRERENI","https://matokeo.necta.go.tz/csee/results/s3083.htm","S3083/0001","F","24","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'D'","S3083 MRERENI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 7;  DIV-IV = 42;  DIV-0 = 11"
"1548658998-685","https://matokeo.necta.go.tz/csee/csee.htm","S4717 NANGAYA","https://matokeo.necta.go.tz/csee/results/s4717.htm","S4717/0001","F","29","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S4717 NANGAYA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 5;  DIV-III = 8;  DIV-IV = 26;  DIV-0 = 8"
"1548660923-1121","https://matokeo.necta.go.tz/csee/csee.htm","S4198 KWELU","https://matokeo.necta.go.tz/csee/results/s4198.htm","S4198/0001","F","23","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'C'   CHEM - 'F'   BIO - 'C'   B/MATH - 'F'","S4198 KWELU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 3;  DIV-IV = 17;  DIV-0 = 6"
"1548673343-4085","https://matokeo.necta.go.tz/csee/csee.htm","S1066 NTUZU","https://matokeo.necta.go.tz/csee/results/s1066.htm","S1066/0001","F","29","IV","CIV - 'D'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S1066 NTUZU SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 0;  DIV-III = 6;  DIV-IV = 12;  DIV-0 = 2"
"1548672969-4001","https://matokeo.necta.go.tz/csee/csee.htm","S1157 IWAWA","https://matokeo.necta.go.tz/csee/results/s1157.htm","S1157/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S1157 IWAWA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 21;  DIV-IV = 77;  DIV-0 = 23"
"1548656373-47","https://matokeo.necta.go.tz/csee/csee.htm","S5459 LITETEMA","https://matokeo.necta.go.tz/csee/results/s5459.htm","S5459/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S5459 LITETEMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 1;  DIV-IV = 14;  DIV-0 = 0"
"1548678485-5380","https://matokeo.necta.go.tz/csee/csee.htm","P1485 LEMARA  CENTRE","https://matokeo.necta.go.tz/csee/results/p1485.htm","P1485/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'D'","P1485 LEMARA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 8;  DIV-0 = 2"
"1548669426-3193","https://matokeo.necta.go.tz/csee/csee.htm","S2037 MAKATA","https://matokeo.necta.go.tz/csee/results/s2037.htm","S2037/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2037 MAKATA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 12;  DIV-0 = 14"
"1548676809-4801","https://matokeo.necta.go.tz/csee/csee.htm","S0205 KIBOSHO GIRLS","https://matokeo.necta.go.tz/csee/results/s0205.htm","S0205/0001","F","13","I","CIV - 'C'   HIST - 'B'   GEO - 'C'   KISW - 'A'   ENGL - 'B'   PHY - 'C'   CHEM - 'C'   BIO - 'A'   COMP STUD - 'B'   B/MATH - 'B'","S0205 KIBOSHO GIRLS SECONDARY SCHOOL","DIV-I = 54;  DIV-II = 70;  DIV-III = 15;  DIV-IV = 1;  DIV-0 = 0"
"1548661302-1269","https://matokeo.necta.go.tz/csee/csee.htm","S4033 MKWAWA","https://matokeo.necta.go.tz/csee/results/s4033.htm","S4033/0001","F","25","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'C'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'","S4033 MKWAWA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 13;  DIV-IV = 50;  DIV-0 = 14"
"1548672955-3998","https://matokeo.necta.go.tz/csee/csee.htm","S1160 MUYENZI","https://matokeo.necta.go.tz/csee/results/s1160.htm","S1160/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   FREN - 'D'   BIO - 'D'   B/MATH - 'F'","S1160 MUYENZI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 5;  DIV-III = 16;  DIV-IV = 41;  DIV-0 = 10"
"1548670777-3495","https://matokeo.necta.go.tz/csee/csee.htm","S1715 SHIKULA","https://matokeo.necta.go.tz/csee/results/s1715.htm","S1715/0001","F","30","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   AGRI - 'F'   B/MATH - 'F'","S1715 SHIKULA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 10;  DIV-IV = 33;  DIV-0 = 12"
"1548662038-1526","https://matokeo.necta.go.tz/csee/csee.htm","S3765 NOONKODIN","https://matokeo.necta.go.tz/csee/results/s3765.htm","S3765/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   AGRI - 'F'   B/MATH - 'F'","S3765 NOONKODIN SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 29;  DIV-0 = 12"
"1548661949-1504","https://matokeo.necta.go.tz/csee/csee.htm","S3789 MCHUNGAJI MWEMA","https://matokeo.necta.go.tz/csee/results/s3789.htm","S3789/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'D'   FREN - 'D'   PHY - 'D'   CHEM - 'D'   BIO - 'D'   B/MATH - 'D'","S3789 MCHUNGAJI MWEMA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 8;  DIV-III = 27;  DIV-IV = 23;  DIV-0 = 0"
"1548668625-2994","https://matokeo.necta.go.tz/csee/csee.htm","S2238 NYAMILIMA","https://matokeo.necta.go.tz/csee/results/s2238.htm","S2238/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2238 NYAMILIMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 8;  DIV-IV = 16;  DIV-0 = 6"
"1548670471-3432","https://matokeo.necta.go.tz/csee/csee.htm","S1779 MRIJO","https://matokeo.necta.go.tz/csee/results/s1779.htm","S1779/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S1779 MRIJO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 3;  DIV-IV = 40;  DIV-0 = 30"
